State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,Temperature(°C),Humidity(%),FarmExperience(Years),NumWorkers,CreditAccess,ExtensionServices,PreviousYield(tons/ha),YieldCategory,Rainfall(mm)_log,SoilPH_log,Fertilizer(kg/ha)_log,Pesticide(L/ha)_log,DistanceToMarket(km)_log,PlantingDensity(plants/ha)_log,ActualYield(tons/ha)_log,FarmSize(Hectares)_log,FarmAccessComfort,EnvironmentComfort,SoilIndex,IncreaseRate
Zamfara,Maize,Rainy Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,33.0,90.8,35,1,0,0,4.53,Medium,6.469,1.886,3.938,1.579,2.929,10.67,1.197,0.588,0.201,0.363,1.111,4.53
Benue,Sorghum,Dry Season,Silt,Rain-Fed,Drip,No,No,Yes,22.1,73.6,8,8,1,0,4.56,Low,6.497,2.096,4.509,1.707,2.219,11.019,1.102,1.853,0.835,0.3,0.984,0.57
Taraba,Cowpea,Rainy Season,Sandy,Mixed,Flood,Yes,Yes,Yes,27.3,96.0,14,3,1,0,4.09,Medium,6.225,1.963,4.418,1.699,3.243,10.045,1.356,0.207,0.064,0.284,0.976,1.363
Plateau,Maize,Dry Season,Sandy,Rain-Fed,Drip,Yes,Yes,Yes,31.4,87.9,6,7,1,1,3.07,Medium,6.527,2.036,4.246,1.335,3.879,10.631,1.685,1.396,0.36,0.357,1.039,0.439
Gombe,Maize,Dry Season,Silt,Rain-Fed,Drip,Yes,No,No,37.2,61.4,12,1,0,1,1.87,Low,7.044,1.881,4.586,1.472,2.791,10.287,1.099,0.798,0.286,0.606,1.089,1.87
Gombe,Cassava,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,No,28.4,86.1,20,6,1,0,1.81,Medium,6.729,2.023,0.0,1.348,2.617,10.754,1.581,0.166,0.063,0.33,3.326,0.302
Gombe,Wheat,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,Yes,26.2,65.6,5,4,1,0,2.45,Low,6.622,1.927,4.196,2.049,2.493,10.594,0.815,1.072,0.43,0.399,1.081,0.612
Bauchi,Yam,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,30.8,79.1,26,4,1,1,1.33,High,5.303,1.93,4.453,1.058,1.335,11.083,1.926,2.17,1.625,0.389,0.831,0.332
Plateau,Soybean,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,26.3,74.8,7,2,1,0,1.7,Medium,6.931,2.04,4.478,1.278,2.939,11.035,1.345,1.528,0.52,0.352,1.063,0.85
Bauchi,Rice,Rainy Season,Clay,Irrigation,Drip,No,No,No,27.1,68.6,11,1,0,1,3.79,Low,6.824,1.97,3.405,1.015,3.614,11.255,1.258,1.068,0.296,0.395,1.27,3.79
Yobe,Wheat,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,Yes,25.6,76.5,18,5,0,0,1.62,Medium,6.557,1.942,4.396,2.141,2.434,10.594,1.52,1.015,0.417,0.335,1.035,0.324
Bauchi,Yam,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,27.7,50.8,21,4,1,1,3.12,High,6.879,1.993,4.146,1.629,2.797,10.96,1.77,1.708,0.611,0.545,1.121,0.78
Kano,Cassava,Rainy Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,26.3,73.6,17,1,0,1,3.71,Medium,6.878,1.697,4.93,1.668,3.27,11.069,1.504,1.386,0.424,0.357,1.038,3.71
Plateau,Cassava,Dry Season,Silt,Rain-Fed,Drip,No,Yes,Yes,28.4,30.9,7,3,1,1,3.01,Medium,6.839,2.116,4.801,0.718,2.116,11.253,1.675,0.507,0.24,0.919,0.989,1.003
Kebbi,Sorghum,Rainy Season,Silt,Mixed,Sprinkler,No,Yes,No,30.2,75.2,12,1,0,1,2.11,Low,6.5,1.97,4.865,0.0,2.97,11.007,1.012,1.179,0.397,0.402,0.951,2.11
Plateau,Yam,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,Yes,31.4,88.0,17,3,1,0,5.26,High,6.546,2.053,4.498,1.284,3.49,10.48,1.845,1.019,0.292,0.357,0.999,1.753
Benue,Millet,Rainy Season,Silt,Rain-Fed,Drip,Yes,Yes,Yes,26.2,35.3,22,6,0,1,2.91,Medium,6.808,1.807,4.344,1.433,3.195,10.918,1.753,0.615,0.192,0.742,1.107,0.485
Kano,Soybean,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,25.9,30.7,7,3,0,1,1.36,Low,6.206,1.93,3.861,1.708,3.453,11.204,0.948,1.466,0.425,0.844,1.072,0.453
Gombe,Rice,Dry Season,Loamy,Rain-Fed,Flood,No,No,Yes,30.3,67.0,9,4,1,0,4.87,Medium,6.24,2.12,4.645,1.685,2.955,10.819,1.463,2.17,0.734,0.452,0.922,1.218
Benue,Sorghum,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,26.5,79.6,7,4,1,0,2.53,Medium,6.724,1.996,3.428,1.952,1.841,10.774,1.188,1.834,0.996,0.333,1.24,0.632
Benue,Wheat,Dry Season,Sandy,Irrigation,Drip,No,No,No,23.9,76.6,18,1,0,0,2.6,Medium,7.114,2.044,4.512,1.558,3.653,11.342,1.311,1.147,0.314,0.312,1.085,2.6
Yobe,Wheat,Rainy Season,Loamy,Mixed,Flood,Yes,No,No,27.0,52.1,6,5,1,1,3.88,Medium,6.524,2.011,4.686,1.847,2.766,10.946,1.577,1.502,0.543,0.518,0.974,0.776
Adamawa,Yam,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,32.1,72.8,21,5,1,0,3.08,Medium,6.911,2.146,4.523,1.964,2.803,10.924,1.497,1.182,0.422,0.441,1.036,0.616
Katsina,Soybean,Rainy Season,Sandy,Irrigation,Sprinkler,Yes,No,Yes,32.8,48.2,12,7,1,0,3.69,Medium,7.055,1.995,4.397,1.609,2.754,10.983,1.539,1.078,0.391,0.68,1.104,0.527
Kano,Soybean,Dry Season,Silt,Rain-Fed,Flood,No,Yes,Yes,27.4,55.1,6,2,1,0,2.43,Medium,6.672,1.879,4.839,2.007,0.693,10.956,1.535,0.182,0.263,0.497,0.993,1.215
Benue,Wheat,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,27.5,85.3,11,1,0,0,0.95,Medium,6.832,1.989,4.467,1.611,2.976,10.37,1.284,1.102,0.37,0.322,1.058,0.95
Katsina,Millet,Dry Season,Clay,Irrigation,Drip,Yes,Yes,No,24.8,75.1,20,6,1,0,3.45,Medium,7.084,1.782,4.011,2.084,2.37,10.954,1.651,1.442,0.608,0.33,1.223,0.575
Katsina,Cassava,Dry Season,Sandy,Mixed,Sprinkler,Yes,No,No,28.4,77.4,11,3,0,1,2.23,Low,6.633,2.045,4.652,0.336,2.896,10.405,0.924,1.115,0.385,0.367,0.99,0.743
Kano,Soybean,Rainy Season,Sandy,Irrigation,Flood,No,Yes,No,34.8,61.0,18,3,1,0,4.55,Medium,6.921,1.805,4.815,0.293,0.693,10.799,1.623,1.212,1.749,0.57,1.045,1.517
Adamawa,Yam,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,Yes,31.0,88.5,6,5,1,1,3.39,Medium,6.865,1.783,4.304,1.5,3.068,10.998,1.556,0.278,0.091,0.35,1.128,0.678
Zamfara,Wheat,Dry Season,Clay,Irrigation,Sprinkler,No,Yes,No,28.3,71.8,9,4,0,1,2.25,Medium,6.85,1.892,4.494,1.564,3.364,11.068,1.418,0.239,0.071,0.394,1.073,0.562
Taraba,Cassava,Dry Season,Sandy,Irrigation,Flood,Yes,Yes,No,27.6,73.3,13,7,1,0,3.83,Medium,6.956,2.093,4.986,1.685,3.711,10.778,1.562,0.94,0.253,0.377,0.983,0.547
Kebbi,Groundnut,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,Yes,22.0,94.9,22,3,1,0,3.33,High,6.677,2.071,4.665,0.0,3.165,10.74,1.504,0.095,0.03,0.232,0.991,1.11
Taraba,Maize,Dry Season,Clay,Irrigation,Drip,Yes,No,No,27.5,78.3,14,3,0,1,4.53,Medium,6.76,1.988,4.526,1.488,2.632,10.811,1.44,1.758,0.668,0.351,1.038,1.51
Plateau,Cassava,Dry Season,Clay,Irrigation,Flood,No,Yes,Yes,22.8,64.7,10,4,1,0,1.36,Medium,7.106,2.14,4.311,1.366,3.207,11.058,1.571,0.095,0.03,0.352,1.102,0.34
Gombe,Soybean,Dry Season,Clay,Mixed,Drip,Yes,Yes,Yes,26.9,59.2,5,1,1,1,3.33,Medium,7.167,1.761,4.57,1.554,2.97,10.521,1.605,0.14,0.047,0.454,1.132,3.33
Kebbi,Maize,Dry Season,Clay,Mixed,Flood,Yes,No,Yes,20.9,55.7,21,5,1,0,3.66,Medium,6.313,1.988,4.627,0.871,2.262,10.869,1.502,1.491,0.659,0.375,0.954,0.732
Plateau,Soybean,Dry Season,Sandy,Rain-Fed,Sprinkler,Yes,Yes,No,31.6,79.5,7,4,1,1,2.51,Low,6.582,1.833,4.145,1.805,2.934,10.651,1.241,0.668,0.228,0.397,1.101,0.628
Benue,Yam,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,25.8,59.9,10,7,0,0,1.93,High,6.758,1.725,4.469,1.537,3.086,11.118,1.915,1.125,0.365,0.431,1.091,0.276
Gombe,Cowpea,Dry Season,Clay,Irrigation,Drip,No,No,Yes,27.4,59.3,18,3,1,1,4.64,Medium,6.851,1.853,4.572,0.0,3.199,11.334,1.461,0.095,0.03,0.462,1.066,1.547
Kaduna,Cassava,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,27.6,81.2,14,7,0,0,1.94,Medium,6.73,1.768,3.924,1.454,3.414,10.423,1.625,0.626,0.183,0.34,1.182,0.277
Kano,Maize,Rainy Season,Loamy,Irrigation,Drip,No,No,Yes,28.07,68.7,8,5,0,0,0.85,Medium,6.697,1.705,4.446,1.472,3.55,10.774,1.569,1.085,0.306,0.409,1.089,0.17
Kebbi,Yam,Dry Season,Silt,Irrigation,Sprinkler,Yes,No,No,28.6,66.1,15,4,1,1,2.17,Medium,6.729,2.058,3.664,1.962,2.493,10.899,1.571,0.476,0.191,0.433,1.176,0.542
Kebbi,Soybean,Rainy Season,Clay,Irrigation,Flood,Yes,No,No,25.5,64.5,14,6,0,1,2.37,Medium,6.813,1.999,4.629,1.679,3.17,10.467,1.504,1.284,0.405,0.395,1.028,0.395
Jigawa,Cassava,Rainy Season,Loamy,Mixed,Flood,No,No,Yes,35.3,64.5,14,7,0,1,2.92,Low,7.06,2.092,3.632,1.27,1.224,10.952,0.908,1.513,1.236,0.547,1.233,0.417
Benue,Yam,Dry Season,Sandy,Irrigation,Sprinkler,Yes,Yes,Yes,25.6,69.8,13,2,0,0,2.39,Medium,6.36,1.982,4.177,1.278,3.14,11.022,1.583,0.723,0.23,0.367,1.033,1.195
Zamfara,Soybean,Dry Season,Clay,Rain-Fed,Flood,Yes,No,No,25.9,73.0,17,5,1,0,2.07,Low,6.312,2.015,4.782,0.756,3.357,10.711,1.022,0.615,0.183,0.355,0.929,0.414
Katsina,Cowpea,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,26.2,37.0,5,6,1,0,2.41,Medium,7.33,1.999,4.969,1.591,2.573,10.885,1.497,1.324,0.515,0.708,1.052,0.402
Gombe,Cowpea,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,22.8,64.9,1,4,1,1,2.96,Medium,5.781,1.988,4.282,1.303,3.182,10.392,1.364,1.332,0.419,0.351,0.922,0.74
Benue,Rice,Rainy Season,Silt,Rain-Fed,Drip,No,No,Yes,30.9,49.1,8,1,1,0,2.6,Medium,7.112,1.953,4.382,1.831,1.758,11.078,1.522,0.476,0.271,0.629,1.123,2.6
Niger,Sorghum,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,31.0,64.8,4,5,1,0,2.23,Medium,6.995,1.905,4.843,1.258,3.619,10.504,1.308,0.419,0.116,0.478,1.037,0.446
Adamawa,Yam,Rainy Season,Sandy,Rain-Fed,Sprinkler,No,No,Yes,24.4,81.5,3,8,0,0,3.8,Low,6.67,1.812,4.511,1.176,3.073,10.892,0.588,2.17,0.706,0.299,1.055,0.475
Katsina,Sorghum,Dry Season,Sandy,Irrigation,Flood,No,Yes,Yes,27.7,27.6,5,1,0,0,2.75,Medium,7.015,1.981,4.367,0.095,3.105,11.039,1.273,1.428,0.46,1.004,1.105,2.75
Kano,Rice,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,18.0,68.4,21,2,1,0,2.49,High,7.005,2.052,4.813,1.609,3.353,10.846,1.953,0.536,0.16,0.263,1.02,1.245
Katsina,Millet,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,No,25.5,55.7,10,5,1,0,3.15,Low,7.338,1.889,5.02,1.452,3.976,11.187,0.936,1.308,0.329,0.458,1.062,0.63
Zamfara,Cassava,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,No,31.9,74.8,0,7,1,0,4.36,Medium,7.105,1.807,4.677,1.607,3.001,10.986,1.135,0.489,0.163,0.426,1.096,0.623
Yobe,Soybean,Rainy Season,Clay,Mixed,Sprinkler,Yes,Yes,No,38.7,37.9,11,2,0,0,4.17,Low,7.172,1.852,3.822,1.918,3.699,10.94,1.122,1.67,0.451,1.021,1.264,2.085
Jigawa,Wheat,Dry Season,Sandy,Rain-Fed,Sprinkler,Yes,Yes,No,24.8,93.4,12,4,1,1,3.61,Medium,6.958,2.116,4.312,1.988,3.444,10.714,1.533,1.224,0.355,0.266,1.082,0.902
Katsina,Sorghum,Rainy Season,Clay,Mixed,Sprinkler,No,No,No,38.8,51.6,26,1,0,1,4.12,Low,6.599,1.971,4.24,1.082,2.092,10.729,0.815,0.673,0.322,0.752,1.062,4.12
Kano,Sorghum,Dry Season,Loamy,Irrigation,Drip,Yes,No,No,26.3,63.8,19,3,0,0,0.87,Medium,6.714,1.975,4.611,1.253,2.734,10.894,1.306,0.846,0.309,0.412,1.019,0.29
Zamfara,Yam,Dry Season,Silt,Rain-Fed,Sprinkler,No,No,Yes,29.4,36.0,7,3,1,0,3.88,Medium,7.008,2.069,4.532,1.452,2.76,10.958,1.452,2.107,0.763,0.817,1.062,1.293
Taraba,Cassava,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,31.4,40.1,18,4,1,0,3.53,High,6.307,2.039,4.289,0.94,3.325,11.257,1.863,1.151,0.346,0.783,0.997,0.882
Kebbi,Yam,Rainy Season,Silt,Irrigation,Sprinkler,Yes,Yes,Yes,24.8,41.6,13,4,1,1,3.52,High,6.379,1.866,3.118,1.188,2.092,10.971,1.707,1.115,0.533,0.596,1.28,0.88
Yobe,Cowpea,Dry Season,Loamy,Irrigation,Flood,No,Yes,Yes,29.9,59.5,4,4,1,1,1.92,Medium,6.318,2.217,3.928,1.807,2.595,10.625,1.571,0.542,0.209,0.503,1.028,0.48
Jigawa,Sorghum,Dry Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,23.3,76.9,17,5,0,1,2.15,High,6.854,2.006,4.174,2.177,2.361,11.264,1.772,0.775,0.328,0.303,1.109,0.43
Kebbi,Cassava,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,27.5,76.2,15,4,0,1,2.11,Medium,6.587,2.035,2.653,1.289,2.918,11.05,1.369,1.795,0.615,0.361,1.405,0.528
Adamawa,Groundnut,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,30.6,81.7,2,1,0,0,4.27,Medium,6.707,1.997,4.099,0.99,1.335,10.898,1.703,1.102,0.825,0.375,1.1,4.27
Plateau,Millet,Dry Season,Clay,Irrigation,Flood,Yes,No,No,27.2,71.5,16,6,1,0,4.31,Medium,7.338,1.886,3.632,1.836,2.262,10.957,1.562,1.396,0.617,0.38,1.33,0.718
Yobe,Soybean,Rainy Season,Loamy,Mixed,Flood,Yes,No,No,29.0,62.2,11,4,1,1,5.12,Medium,6.918,1.875,4.428,1.421,2.815,10.932,1.475,0.793,0.282,0.466,1.098,1.28
Yobe,Rice,Rainy Season,Clay,Rain-Fed,Flood,No,No,Yes,23.6,57.1,12,3,0,0,2.85,Low,6.886,1.89,4.363,1.595,1.411,10.602,1.169,1.881,1.333,0.413,1.101,0.95
Taraba,Millet,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,21.7,70.8,13,3,0,0,1.97,High,7.002,1.823,4.673,0.621,3.384,11.197,1.773,0.765,0.226,0.306,1.078,0.657
Taraba,Rice,Dry Season,Loamy,Mixed,Sprinkler,Yes,No,No,33.7,55.4,20,4,1,0,3.27,Medium,7.142,1.805,0.0,1.297,3.285,10.865,1.627,0.565,0.172,0.608,3.957,0.818
Gombe,Sorghum,Dry Season,Sandy,Irrigation,Drip,No,Yes,Yes,23.8,83.3,13,3,0,1,1.72,Medium,6.811,1.833,4.693,1.81,3.364,10.904,1.099,1.361,0.405,0.286,1.044,0.573
Bauchi,Millet,Dry Season,Sandy,Irrigation,Flood,Yes,No,No,33.4,41.6,4,2,0,1,2.83,Medium,6.411,1.991,4.873,0.61,2.407,11.154,1.647,1.611,0.669,0.803,0.934,1.415
Katsina,Millet,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,No,28.8,88.4,18,3,0,1,3.03,Medium,6.414,1.823,3.912,1.611,2.75,10.784,1.486,0.542,0.197,0.326,1.118,1.01
Yobe,Soybean,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,No,25.4,88.5,12,4,1,0,1.67,Low,6.672,1.924,4.176,1.491,2.839,10.942,1.345,0.94,0.331,0.287,1.094,0.418
Kebbi,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,33.0,52.3,17,1,1,1,2.22,Medium,6.981,1.798,4.281,0.315,0.693,10.844,1.115,0.482,0.696,0.631,1.148,2.22
Kano,Soybean,Rainy Season,Silt,Rain-Fed,Flood,Yes,No,No,30.3,82.3,0,4,0,1,1.31,Low,6.255,2.032,1.723,1.583,0.833,10.299,1.04,0.788,0.946,0.368,1.666,0.328
Sokoto,Yam,Dry Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,21.8,64.0,9,3,0,1,2.78,Medium,6.611,2.022,4.743,1.848,3.408,10.948,1.573,1.131,0.332,0.341,0.977,0.927
Bauchi,Wheat,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,29.7,67.4,3,3,0,1,3.89,Medium,7.022,2.108,4.627,1.3,3.288,10.337,1.541,1.756,0.534,0.441,1.043,1.297
Sokoto,Millet,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,30.1,74.2,8,1,1,1,3.62,Low,5.318,2.057,3.859,1.04,2.37,10.668,1.105,0.793,0.335,0.406,0.899,3.62
Jigawa,Wheat,Dry Season,Clay,Mixed,Drip,No,No,No,25.7,68.5,12,3,0,1,2.83,Low,7.027,2.018,0.0,1.157,3.073,10.69,0.88,0.932,0.303,0.375,3.482,0.943
Zamfara,Wheat,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,26.5,54.2,8,6,1,0,1.69,Medium,6.767,2.031,4.717,0.0,3.178,11.083,1.526,0.223,0.07,0.489,1.003,0.282
Kebbi,Yam,Rainy Season,Loamy,Mixed,Flood,Yes,No,No,20.1,69.3,13,3,0,0,3.64,Medium,6.785,1.905,5.138,1.411,0.875,11.37,1.215,0.892,1.019,0.29,0.963,1.213
Kebbi,Cassava,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,32.2,69.0,0,1,0,1,3.18,Low,6.163,1.892,4.861,1.261,3.364,11.086,0.916,1.44,0.428,0.467,0.913,3.18
Bauchi,Sorghum,Rainy Season,Loamy,Rain-Fed,Drip,No,Yes,Yes,28.8,94.3,12,2,0,1,2.66,Medium,6.901,2.178,4.627,1.416,3.318,10.018,1.224,1.112,0.335,0.305,1.014,1.33
Yobe,Cassava,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,No,26.0,58.0,11,5,1,1,2.94,Medium,7.064,2.062,4.119,1.506,3.325,10.99,1.461,1.869,0.562,0.448,1.143,0.588
Adamawa,Sorghum,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,No,31.9,60.6,12,2,0,0,2.06,Medium,6.501,1.91,4.772,2.115,2.518,11.059,1.338,1.151,0.457,0.526,0.973,1.03
Bauchi,Cassava,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,No,26.7,58.4,15,6,0,1,4.91,Low,6.436,1.803,4.336,0.732,3.447,11.048,1.115,1.095,0.318,0.457,1.048,0.818
Sokoto,Cassava,Rainy Season,Sandy,Irrigation,Sprinkler,No,No,Yes,20.5,69.5,5,4,0,0,2.34,Low,6.759,2.122,4.753,1.435,3.529,10.939,1.169,1.297,0.368,0.295,0.983,0.585
Bauchi,Rice,Dry Season,Sandy,Mixed,Sprinkler,No,No,No,24.3,63.1,10,1,1,0,2.7,Low,7.01,2.1,4.493,1.761,3.651,10.724,0.806,1.613,0.442,0.385,1.063,2.7
Kebbi,Wheat,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,25.9,63.5,25,4,1,0,3.52,High,6.874,1.991,4.75,1.845,0.693,11.099,1.861,0.095,0.137,0.408,1.02,0.88
Adamawa,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,29.1,35.7,16,3,0,0,1.54,Medium,6.467,1.924,4.366,1.191,2.791,11.026,1.426,1.423,0.51,0.815,1.028,0.513
Katsina,Yam,Rainy Season,Loamy,Irrigation,Flood,No,No,Yes,31.7,72.7,3,5,0,0,4.11,Low,5.32,1.85,4.68,2.12,0.693,10.451,0.846,1.758,2.537,0.436,0.815,0.822
Niger,Cassava,Dry Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,26.4,77.4,8,1,0,0,4.89,Low,6.516,2.141,4.275,1.194,0.693,10.878,0.908,0.148,0.214,0.341,1.016,4.89
Gombe,Millet,Dry Season,Sandy,Mixed,Drip,Yes,Yes,Yes,27.5,53.0,8,2,0,0,3.49,Low,6.562,2.082,4.025,0.982,2.219,10.918,1.244,1.273,0.574,0.519,1.075,1.745
Kaduna,Groundnut,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,No,30.2,58.5,13,3,0,1,4.12,Medium,6.407,1.954,4.272,1.138,3.03,11.34,1.585,1.5,0.495,0.516,1.029,1.373
Taraba,Rice,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,30.9,69.7,21,5,1,1,1.37,Medium,6.677,2.134,4.391,1.364,3.054,11.012,1.548,1.147,0.376,0.443,1.023,0.274
Bauchi,Groundnut,Rainy Season,Clay,Rain-Fed,Flood,No,No,Yes,28.2,81.1,16,5,0,1,5.69,Low,6.656,2.015,4.565,1.866,2.754,11.339,1.212,1.015,0.369,0.348,1.012,1.138
Jigawa,Maize,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,No,21.1,93.9,21,6,1,1,3.99,Medium,6.33,1.886,3.77,1.924,2.667,10.997,1.599,0.626,0.235,0.225,1.119,0.665
Plateau,Soybean,Dry Season,Loamy,Mixed,Flood,Yes,Yes,Yes,21.2,83.9,18,8,0,1,5.78,Medium,6.387,1.825,4.184,1.358,3.401,11.24,1.522,0.372,0.109,0.253,1.063,0.722
Zamfara,Maize,Rainy Season,Silt,Mixed,Flood,Yes,Yes,Yes,37.5,63.4,13,3,1,0,1.02,Medium,7.079,1.959,4.388,1.777,2.351,10.875,1.556,1.078,0.459,0.591,1.115,0.34
Niger,Sorghum,Rainy Season,Silt,Irrigation,Drip,Yes,No,No,28.9,62.4,8,9,0,1,2.95,High,7.205,1.873,5.049,0.554,3.215,10.551,1.953,1.517,0.472,0.463,1.041,0.328
Gombe,Cassava,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,30.1,43.4,13,6,0,0,1.77,Medium,6.666,1.825,4.167,1.3,3.118,11.099,1.497,0.732,0.235,0.694,1.112,0.295
Gombe,Yam,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,No,27.6,65.6,15,1,1,1,4.11,Medium,6.988,1.869,4.968,1.681,1.723,10.595,1.345,0.542,0.315,0.421,1.022,4.11
Gombe,Millet,Rainy Season,Clay,Rain-Fed,Drip,No,No,No,37.0,69.5,15,2,0,1,1.77,Very low,6.724,2.166,3.45,1.812,3.411,11.106,0.425,1.047,0.307,0.532,1.197,0.885
Gombe,Cowpea,Dry Season,Sandy,Rain-Fed,Drip,No,No,Yes,28.34,72.8,6,3,1,0,0.58,Very low,6.01,1.978,4.271,1.988,2.996,11.144,0.663,0.166,0.055,0.389,0.962,0.193
Sokoto,Cowpea,Dry Season,Loamy,Rain-Fed,Sprinkler,No,Yes,No,27.0,58.9,5,1,1,0,0.84,Medium,7.338,2.048,4.385,1.82,3.073,11.41,1.953,1.93,0.628,0.458,1.141,0.84
Jigawa,Rice,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,29.8,56.7,19,3,0,1,2.47,Medium,6.6,1.973,4.218,1.701,2.688,10.639,1.635,1.261,0.469,0.526,1.066,0.823
Jigawa,Rice,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,No,30.6,79.2,9,5,1,1,0.94,Low,6.696,2.104,4.771,1.947,3.408,10.978,0.952,0.967,0.284,0.386,0.974,0.188
Adamawa,Rice,Dry Season,Sandy,Irrigation,Drip,Yes,Yes,No,29.6,64.6,11,3,1,1,4.19,Medium,6.892,1.867,4.215,1.264,3.487,11.181,1.528,1.022,0.293,0.458,1.133,1.397
Taraba,Rice,Dry Season,Silt,Rain-Fed,Flood,No,Yes,Yes,28.18,66.7,22,5,0,1,0.37,Medium,6.663,1.996,4.357,1.423,2.95,11.172,1.535,1.135,0.385,0.422,1.049,0.074
Kebbi,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,No,25.1,78.0,3,1,0,1,3.74,Medium,6.662,1.904,3.985,1.319,0.693,11.224,1.381,2.17,3.131,0.322,1.131,3.74
Gombe,Cassava,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,31.3,50.1,4,4,1,0,1.49,High,6.401,1.984,4.566,1.5,2.23,10.953,1.953,0.647,0.29,0.625,0.977,0.372
Plateau,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,No,25.2,62.3,14,4,1,0,1.89,Medium,6.816,2.082,4.734,0.392,2.518,11.117,1.554,0.182,0.072,0.404,1.0,0.472
Kebbi,Cassava,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,22.2,49.3,22,8,0,1,4.99,High,6.351,1.692,4.121,1.537,2.907,10.761,1.766,1.914,0.658,0.45,1.093,0.624
Jigawa,Cassava,Dry Season,Clay,Rain-Fed,Drip,No,No,No,27.4,57.2,11,3,0,1,3.54,Low,6.663,1.76,4.117,1.974,2.667,11.26,1.327,2.127,0.798,0.479,1.134,1.18
Kano,Maize,Rainy Season,Silt,Rain-Fed,Sprinkler,Yes,No,No,30.9,67.0,12,1,0,1,2.65,Medium,6.962,2.094,4.936,1.466,2.667,11.139,1.452,1.23,0.461,0.461,0.99,2.65
Kano,Yam,Rainy Season,Clay,Mixed,Flood,No,No,No,34.8,62.9,11,8,1,1,2.82,Low,5.892,1.991,4.129,1.675,2.526,10.449,1.227,1.281,0.507,0.553,0.963,0.352
Plateau,Millet,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,No,28.08,49.2,16,4,1,0,3.09,High,6.782,2.113,4.675,2.045,0.693,11.055,1.913,0.419,0.605,0.571,0.999,0.772
